SYMBOL,m_regions,beta_pooled,se_pooled,Q,Q_df,Q_p,I2,se_rho0.0,se_rho0.3,se_rho0.5,se_rho0.7,Q_FDR
SREBF1,5,0.858645048614339,0.09862956890328144,0.25344274350275714,4,0.9926179846201775,0,0.09862956890328144,0.14629129193668264,0.17083142446909882,0.1922644248834899,0.9999215838732118
SREK1,4,-0.7443056130805877,0.061289246137804156,0.479255638375626,3,0.923424641360689,0,0.061289246137804156,0.08448139567423497,0.0969068069350696,0.10791085323374594,0.9999215838732118
SREK1IP1,5,-0.7763171002004006,0.07195690898699414,1.991379817383077,4,0.7373444714050127,0,0.07195690898699414,0.10672934391308525,0.12463302232108339,0.14026983871687354,0.9999215838732118
SRF,4,0.6925126390638234,0.09337335873835398,0.6419234886488131,3,0.8867713865900134,0,0.09337335873835398,0.12870629289958807,0.14763624319659235,0.16440076270641862,0.9999215838732118
SRM,5,1.0019117777965103,0.07858590830806154,0.16038095975705638,4,0.9969515718856444,0,0.07858590830806154,0.1165617388602569,0.13611478594851173,0.153192137335738,0.9999215838732118
SRP19,5,-1.0640194607008666,0.08874067799225487,3.5570034416602616,4,0.46926394432796315,0,0.08874067799225487,0.1316236963740008,0.15370336298069473,0.1729874276818846,0.9999215838732118
SRP54,4,-0.8519439871656747,0.09611950229075115,0.22940970745835182,3,0.9727074794403162,0,0.09611950229075115,0.13249159056023616,0.15197827740027287,0.1692358473667069,0.9999215838732118
SRP9,2,-0.6664359963864099,0.12513392453671654,0.39486569745516265,1,0.5297528088679938,0,0.12513392453671654,0.14267462560297425,0.1532571323134457,0.16315467636244185,0.9999215838732118
SRPK1,4,-0.6843994939746828,0.05267801943243806,0.5623648735232175,3,0.904991370914119,0,0.05267801943243806,0.07261163880202823,0.08329126201655733,0.09274922407818512,0.9999215838732118
SRPK2,2,-0.6513930013189411,0.10570646669439802,0.15782654119011358,1,0.691165501565077,0,0.10570646669439802,0.12052391559901314,0.1294634529568898,0.13782437038391865,0.9999215838732118
SRPK3,2,1.060249409651988,0.2764779679208972,0.11044973403580856,1,0.7396326998597654,0,0.2764779679208972,0.3152333846047548,0.33861497326388706,0.3604831666910907,0.9999215838732118
SRRM2,5,0.6775484927776344,0.09679625782549223,0.725551921548636,4,0.9481408671655149,0,0.09679625782549223,0.14357205216838745,0.16765603653628905,0.1886906436744356,0.9999215838732118
SRRM3,4,0.7348800616126163,0.11814852119556822,0.3728166160411781,3,0.9457988878751756,0,0.11814852119556822,0.16285649761470772,0.18680921457933783,0.2080219375166207,0.9999215838732118
SRSF10,5,-0.8993362833772993,0.057147177347241354,0.9658493040025482,4,0.9149293791360102,0,0.057147177347241354,0.08476296203687977,0.09898181467457123,0.11140035699797739,0.9999215838732118
