"","01.NX","02.NX","03.NX","04.NX","05.NX","06.NX","07.NX","08.NX","09.NX","10.NX","11.NX","12.NX","13.NX","14.NX","15.NX","16.NX","17.NX","18.NX","19.NX","20.NX","21.NX","22.NX","23.NX","24.NX","25.NX","26.NX","27.NX","28.NX"
"ZNF728",1.95063566786917,1.36412403153482,-0.211655094687433,1.13484575322576,0.405444284189245,1.06710492863014,1.08548415300525,2.11028314477269,1.38468530459178,0.780462503693201,1.66204775110492,0.749406499346269,0.718786718885873,-0.058239938671712,0.630267486590605,1.46429721399393,0.583788041468506,1.85290908535927,1.55533437567979,0.885350163714889,1.14397719607376,1.49954259458602,1.63597514210497,1.72381239848187,2.01655907751126,2.01623785827298,1.01799979462877,0.0644263474150235
"FBXO17",3.22312663940281,3.61378082438178,3.31720129970133,3.23253784014778,4.08591365900047,3.50825628081696,3.47614806092662,3.30679214534429,3.14756261242071,3.27206623772229,2.84503096304936,3.67311320336278,3.66254350590214,3.9424383627559,3.85012858427983,4.30817270332567,3.65859004878214,3.96053544225267,3.78838730643186,3.42273047360022,3.69963374173463,4.06130042147607,3.79555777751693,3.97589167689215,3.64384446481636,4.12956552354501,4.31944098851117,3.90938718484227
"MAGIX",1.32036279211102,2.0588575050364,1.50722163951644,1.6833791595113,0.868314584838191,1.5204688251809,1.71967150889718,1.69398255011479,1.91957045115171,-0.103803703632942,1.21048302430758,1.34085995111331,-0.395000454491916,1.60105285460447,1.24355717533335,0.453406020786983,0.776364184475769,1.48529091073403,1.9510693640698,1.81210949909604,1.41936190534366,2.17519099388961,2.11183235513278,2.02495727587632,1.46797305224966,1.82072374925192,1.88320656599994,1.70990385799488
"IKBKG",3.33404663016033,3.45824711550095,3.25874126816466,3.43087925509526,3.58152387306885,3.31475779889847,4.00963252689861,3.1259995288731,3.32675676607194,3.62150379607798,3.40425257175429,3.50286665679271,3.50895947195692,3.74412898842346,3.55033556852098,4.02581099923124,4.04583747350156,4.75188392055797,2.9054763366579,4.36059659157876,3.47685190201089,4.00650072438821,4.19284692319518,4.48999302305197,4.12800986768803,3.96762241914314,3.98569560914969,4.25773882902368
"ZNF587B",4.49725161840737,4.52653399738641,3.85988627877258,4.46880535630731,4.24685527348709,4.38953938667455,4.83565405104222,4.90493341507059,4.83247500794212,4.66282283256538,5.0549148730305,5.25978940213162,5.76476070169883,4.64669111139885,3.9981255335451,4.68079156310839,4.11280775734883,5.11773808593265,4.8703103786173,4.48017492720404,4.03844454938537,4.55698629091441,4.74358170815022,4.01061965412858,3.94767299249038,4.27515115027978,4.56847339839175,3.83399195247359
"DMRTC1",0.52614411368072,1.08354637862098,-0.211655094687433,0.347617423672356,-0.803523043541087,0.69523845592303,0.871217460563904,0.651177384211384,0.423882549701633,1.00281160262703,-0.534362638813058,1.10727999375137,-0.21951062644696,1.3998540584297,0.704737768286137,0.547881329217712,0.919276613441558,1.51489230898399,1.59614557267074,1.42190098570838,1.92225061583029,1.40585567225685,1.36550504707082,1.69969181094792,1.96770548908982,1.5944970562458,1.56829274387495,0.0644263474150235
"TMEM185A",3.09248262476599,3.16086361392931,3.01563474706706,2.72873010398874,2.97047014345197,3.32336022160803,3.03551507592211,3.40076316930435,3.09905668611721,3.05324046763256,3.26033961815412,3.49076950303782,3.10934310899743,3.87608647437575,3.55033556852098,3.33343348499954,2.76846918110749,3.43417189769682,3.6401485720558,2.67726265847566,3.73027107181973,2.79004358291553,3.16227288236314,3.52580673544723,3.69726460340126,3.28524953423884,3.01822654592612,2.94913008392317
"CTD-2192J16.20",1.55218638257861,3.91510193402073,1.40311132644179,1.55323541530946,1.05383780544668,3.75712644328284,2.29409519392402,4.73494017755532,1.32969028475339,1.44331578757061,4.27233748327824,2.54746232356507,2.79859943061852,3.71188347568967,1.3401686879386,1.46429721399393,1.29977926816465,1.48529091073403,2.78709090472322,1.0490208169793,0.552130643760341,0.887316136376723,4.77990855802543,5.53104579106642,4.71006510450605,1.28872134343686,1.82548429322021,0.910973988130816
"ZIM2",3.19401096247939,2.46765620055987,3.03318028507403,3.31517423027422,2.77312108712881,4.22483186360394,3.60327424008655,4.0779939944336,3.01440333110025,4.04697727325564,3.23686731098922,2.87981900689301,2.64825228379848,3.38376948041778,2.11627519608457,2.56315929547623,3.65859004878214,3.69560563507131,1.85344906512165,4.86779171173214,3.10832839483272,3.48326949914939,2.89420859819303,4.601593785853,3.80548086515433,2.84509069184663,2.67028263022413,2.88265548784049
"NBPF9",4.45696785598135,5.10046080064358,4.50037941368194,4.71186811939228,4.45891200093455,4.06474985160415,4.90780705144709,4.59782622140439,4.71400133861288,4.79512832271176,4.46647530297849,4.97720450488404,5.20018352860284,4.46515454491051,3.60968273849006,5.07115165478927,4.4809749069017,4.94365894046738,4.61130729319246,4.88955648599522,4.44781178163095,5.23544828179424,5.36228121714657,5.45743305170169,4.50279581451219,4.16091581597267,3.77314483872727,4.42121847307416
"SLC25A53",3.09248262476599,3.02635179646597,3.30280687107176,2.70848958463665,2.99334362516667,2.37565018741642,2.53184503153623,3.02633004232249,3.2694632729353,2.14951043709378,2.90582972437267,2.65977396863249,2.93474667376179,2.38005938144175,2.88158612700323,3.27938152677182,2.43899898946591,2.65123768203483,3.14435250857751,2.95007338376562,3.3641561047369,2.71390332727828,3.25695053418193,1.98559778152183,1.98007485168643,2.80596336054323,2.477623810597,2.81296939234772
"CTD-3099C6.9",2.56503332786814,3.26694995544112,4.02682920152704,3.36774742236384,4.08591365900047,2.42444481506701,2.60311939604233,4.11312107257554,3.74971931913143,2.654711057648,3.08739949508197,3.30980805835389,3.61700409583906,2.40716401039262,2.84911979944783,2.93935789855663,1.71473283366227,1.39265815761721,2.73322113977834,0.969505257234977,3.12379587888608,2.43439160887546,2.42895173344285,2.06327142350928,1.61798068921325,2.18839039043852,1.99215300915602,2.47681330457067
"EGLN2",4.90016501036779,5.93160380133827,5.23171590955958,4.55067282298769,5.27244878312857,4.95497028628608,5.2141808819955,5.15125822844227,5.04370730094461,4.71877845623193,5.00715385090463,5.3629419518403,5.3538335850943,5.2769379235167,5.70430910583808,5.66565861551817,5.06284901273226,5.18142388117076,5.855987736127,5.7308819947655,5.18287444890131,5.67008818309056,5.73959595903566,5.21734439457273,5.13337001533069,5.55996430963033,5.60110354144426,6.10122877178732
"ARHGAP19-SLIT1",3.02794889502557,3.69204272568705,2.46319651995085,2.58069391115339,2.44837580871507,3.0709365270933,3.46662416694945,3.96716966578668,3.53557167263657,3.62150379607798,3.21300679008643,4.0398174864375,4.44699403033212,3.56317184550629,1.67255238685348,3.77548497520881,2.70674549412257,3.60904690665313,3.01487963834332,3.84651807449846,3.72013074807421,3.48326949914939,3.85730411031867,3.17846919199085,2.5100768668445,3.05988590198489,3.71869533216909,2.17739429866895
"C7orf55-LUC7L2",3.76862145089158,5.22852749695109,3.30280687107176,3.78993446476688,4.48335480536453,4.02838294014292,5.48101293689678,2.47678034436056,1.95634177098972,3.76509064025581,3.82210536304622,4.97720450488404,5.02384161819317,2.32427287678971,4.80903887046495,5.13722136565905,4.37583420107322,2.2895778800273,4.32605591070679,6.64127734027259,2.90849805040477,4.86928388288636,6.43375746975837,6.25578463516365,4.6951367163726,1.28872134343686,4.0996547339388,3.73195819769896
"ZNF559-ZNF177",2.63891533509841,3.67929035840993,2.67918851648477,2.80696665805172,2.44837580871507,2.40836261376719,2.71995714896798,2.88715063070433,2.59200233174371,2.14951043709378,2.82942231745844,3.02109613195205,3.33705585553614,3.53886883949366,2.11627519608457,1.6882388299066,2.02401229629623,2.34006274080055,3.07386192870765,3.0109144119531,2.73806763091016,2.61270391520922,3.50858553193487,2.22410785097611,2.16479213455844,2.10488040890911,1.67018643568221,2.06197986612291
"MINOS1-NBL1",2.48716255356404,2.17241796245518,1.86165793310418,3.81854540499708,4.36556929296641,1.71607172929299,0.871217460563904,-0.284224871389011,1.88183733870531,2.34504636405188,4.2549155314798,-0.875127216219451,4.35982846324519,-0.214724363848672,2.14330435711083,3.68483111942634,0.0985817839586054,1.70666140588131,0.946431369943009,4.35278336098974,4.50798954296226,2.99696647777045,4.86878980962093,0.352484277389314,-0.184030957700637,1.17047309367566,1.6030630781042,1.8276586380496
"NCBP2-AS2",2.68149404957829,2.58168985459107,2.58715863192794,2.33878958412598,1.98364709756931,3.3572659674663,2.56792232052993,2.71491810010446,1.80327478597902,2.57032385334953,2.30538055207077,2.57063501750625,1.6421521482588,2.88313536540159,3.0337865432833,2.67205079143412,3.29952745217013,3.13384708412714,2.95338278173456,2.62632207349807,3.04474481576389,2.41046935555362,2.23324592313634,3.15204759069822,3.33751221428437,3.10356684419972,3.24430558703378,3.00018891900575
"BIVM-ERCC5",4.77139543478684,-3.79754200085008,1.93815710147265,-3.79754200085009,0.868314584838191,3.17915852894482,6.0244003358495,2.80360303417669,4.9281362359614,5.16099556258852,4.95416349345982,5.30193952048084,5.4446136292755,4.54663891755561,-3.79754200085009,4.22482741778093,5.10233509528869,5.54822362793923,-3.79754200085008,6.39058538781779,3.44025611925003,5.08110164706489,4.32437909653003,6.85196898259095,4.83108163955756,-3.79754200085009,3.22210883912597,4.93246159387884
"HIST2H4B",0.252559733094283,2.55401527036716,1.82183139388164,1.50710766304112,1.13835786780284,0.797569342769071,0.686652600972472,1.86858622124601,3.58337258004353,0.283087707398632,-0.242805108952912,1.0424572551258,0.802536483127138,0.886709461816408,2.61815699451517,2.73364705215241,0.0496988016734879,2.38884053066623,3.69753769593712,1.78913480840159,2.99514782007007,2.73331841921313,1.70477393591488,1.65020602073735,1.24011130485695,2.92029888367812,1.42017178306642,0.741275530465733
"NBPF14",3.6663354402503,4.32022800961671,4.75949072646751,3.60521924336679,5.08817773193344,3.19799189173219,4.12914890886842,3.54150527593498,3.93614974701702,4.04071841979554,3.928496504604,4.1283740546419,4.63578610439448,3.93314431904369,5.13612539703715,5.36515153750493,3.168290913726,3.84292281525495,5.98259419899455,4.94517424276022,4.61584173077645,4.99525015826177,4.23416277137491,4.50050289657376,3.54323530715801,4.36314136613954,4.53284884350657,4.29910422723243
"TAF15",5.7294708287449,6.09894791364444,5.84212731332494,5.7301083107233,5.87202675714227,5.60734036993804,5.93053146889247,5.82060451724873,6.18647545526449,5.94171951443164,6.13180406620038,5.90438140567609,5.62221897362642,5.54746612436258,6.10573940482812,5.96434156801882,5.86158951100207,5.663392605952,5.4951286996337,5.7884913273654,6.60027821660033,6.33918253392248,6.13817131042058,6.06126438846009,5.58391365030077,6.04895804839498,5.52154665174919,5.40701861016195
"RPS10-NUDT3",2.40484761538771,1.08354637862098,2.20907527153589,2.36488884763353,3.0380305637375,2.50227182455486,2.49484237235405,1.40747421492144,3.17901692384366,2.00268162761312,1.91960762810685,2.98705256672089,2.16943030112768,2.78322518358489,3.70347209710012,3.87906580712492,2.46719293120945,3.30457833860611,0.324796325931431,2.85371256161789,4.50208347412387,2.98081234445426,-3.79754200085008,2.25753866354903,2.5100768668445,2.06123982718008,3.21088107106587,3.06157171559343
"HIST2H4A",4.04350419934949,4.54070372147221,4.07844346554587,4.25518947028034,2.94722815945743,3.25306029969754,2.56792232052993,4.82667783208432,5.47600926130219,3.34499510210446,3.59171236642546,3.98049466719735,3.37858265650991,3.13087452300993,4.5100079912408,3.00744140064718,2.99837740478011,1.68077771538867,5.20972393505202,5.32250848396677,5.83894137857809,5.23544828179424,4.31340578787528,3.69396757913555,5.35256789001189,4.36762705252641,4.99883060904035,4.75802515451193
"RASL10B",4.86980136036547,5.9947247754025,5.99544209586036,5.26984068816327,6.28507726585116,5.38911232323081,5.40077260344173,5.79487449817294,5.58862571600018,5.58537652384944,5.25511963076482,5.32937063319004,5.2269553276706,5.94432387142576,6.07974035676498,6.74036372722506,4.85983249586027,4.87683482225853,7.13677155727571,5.48501474058212,6.05604467607621,6.74515942736925,5.7147907019429,5.4929555076194,5.61398894600201,6.26633007987702,6.23191899203904,5.57851046394392
"AC240274.1",4.27430054061611,5.35819850423755,5.15766069009153,4.41361193331081,5.78948730214202,4.04408114312565,5.63561955017403,4.81392422421624,4.56720004287963,4.38997841803754,4.54979772937204,5.29847366593735,5.14108572977082,3.91437465917243,4.93812520265658,5.19675674874959,4.26777755159686,4.78263049796603,5.07184323814517,5.47245070024727,5.76441955125004,3.46015056591882,6.1704563987699,5.61727046865496,3.5964266976287,4.65499681912178,4.80711508418705,5.12591401188645
"SRXN1",4.52479558532732,4.78048317360897,4.3404539431298,4.64953421408029,5.17577364335932,5.60027877946034,4.73611367031371,5.11359351827448,5.19753052327928,4.71485280691787,4.26074625635947,4.79244078336017,4.98403830341471,4.85788882345571,5.1889679543596,4.94662405051464,4.43174867686311,4.26052683371681,5.19982780128597,4.89763436268803,5.23365663472787,5.03490793836232,4.53741221134648,4.11917495579542,5.09122957878568,5.27485942027912,4.89742718239991,5.37352358491979
"NBPF19",5.7294708287449,6.11324081261424,6.50795954474679,5.52550158322282,6.70441036009502,5.47268847730291,6.22413161544957,5.59568229666077,5.7386551012439,5.71680706271721,6.4088404145571,6.36665416971146,6.71195448330334,5.86590090116761,6.82307421538367,6.99529440955401,5.98209501132455,5.63671353153447,7.21172911401577,6.48206637193397,6.21613298917066,6.72347901036593,6.87920607666302,6.63063781615962,5.90824361678172,6.75222966935223,6.48822777930316,6.92991108587215
"NBPF10",4.52089278294185,5.2020254820226,4.87101904003378,4.46277599847894,5.80573132697995,3.1112355025209,4.85037622578821,3.57212306082574,4.8075346630305,3.89567143454995,4.74129332776639,4.94209640541041,5.67594830180358,3.72271225721868,4.9686695054468,6.00862044287303,3.91207314088107,4.91341490779464,6.67988343421568,5.89050623321344,5.21572464271014,6.06047994359297,6.54933723757623,5.45383222282363,3.53906126534198,5.12659868524579,4.79212568154107,5.5868856626665
"MMP28",2.81497888945838,3.57299800901515,4.12827476728863,2.28513041071658,3.89262104993185,1.93394566084617,3.72809352745649,1.90110721606574,3.17901692384366,1.71891691804645,3.7982494368952,3.36386827826861,4.2817226920065,3.59887555945167,5.38571067562716,4.78144712059197,3.54854169143792,2.59691246881074,5.34158213448741,3.76054846732305,4.15594580628853,5.17283492395336,4.00783503403535,4.4252733279007,3.33751221428437,5.3651119120297,5.10574718082717,4.84787816132422
"LIX1L",4.49725161840737,5.61412643166644,5.25806883430414,4.89764716727364,5.52486689058085,4.47695199172781,4.45712265753941,4.04926323356529,4.53717238475914,4.24507273815016,4.9360585125293,4.8503959421667,5.23073963563004,4.22734185186517,5.16608711662013,4.64383473091639,4.72038095454187,3.8014868729165,4.68409966086744,3.17054655880089,5.71676623456042,4.22111075570687,4.10648668413087,3.90382252982691,4.13078622946446,4.81464146535896,4.86913773114377,4.81260561590582
"MILR1",1.20834361335394,2.24344455957238,1.93815710147265,2.17142599264338,-2.34245777080455,0.938622595965019,1.31509639774905,-0.0178750675277855,2.4183814384279,2.21767652112062,1.97740391409899,0.381249408613095,1.09601571735852,1.16597721338606,0.96925855019904,-0.298210253939945,1.40068549269123,0.762986919610728,1.00821898411647,0.544848095496602,-2.60058488820996,0.887316136376723,2.06025368206199,1.27907481450613,0.969384840462529,0.628450862399718,-0.620068580309585,0.326917449154207
"MROH7-TTC4",2.92539014650453,5.5455170078206,3.78936261486792,4.45064115791164,4.12786330605154,3.00829543912617,1.95582510405504,3.51022358581084,3.6963734844803,1.65479377308518,4.42553489366597,3.81570777795315,2.53037937166026,3.43734347245259,3.07648260163086,4.06627604017261,4.45305162871111,4.71728820865535,5.27087066441087,4.75967330520883,-3.79754200085009,4.15785813272099,4.83465931538117,3.788483059744,4.22733519658489,4.73007553152667,3.5859356405639,4.23660269156693
"ANKRD34A",4.10214618892751,3.14239858686863,3.16635433675493,4.13900201692437,3.98681432462131,4.54473046661423,4.36784985102773,4.98675759355609,3.44790861743558,3.94342342655566,3.46612271343287,4.35214931408998,4.4918354332532,5.27325972064736,4.31578748755745,4.19594020807362,4.28371862396087,4.63205957016081,3.63035778219994,4.30903743125877,4.53716256923019,4.50145037894748,4.3514526742723,4.10547027793955,4.13078622946446,4.66231788977279,4.59030014832494,3.64639814047424
"GTF2H5",5.03215230460303,4.32841900609333,4.99259017976299,4.6335206365104,5.07215202293751,4.37719833520657,4.5502374164001,5.05337861024554,4.9465302089658,4.54394720290299,4.69035892314453,4.66366267232911,4.3034470463269,4.47799408117764,4.03467416220932,4.02581099923124,4.18248641381273,3.94973835643537,3.91475966321049,3.74272224748688,5.34672637546165,4.26845882776815,3.92374932434201,3.51893062840247,4.64552420743616,4.23643463056125,3.51467437554876,3.90938718484227
"HIST2H2AA4",3.4203804742395,2.60884354583094,4.02682920152704,4.02904638917281,3.99816755864337,3.69219019330067,3.66286930139247,2.8543098766848,3.90826826662011,3.98964537572958,4.34549212410343,3.11865689602175,3.49643937838094,3.55107151661344,5.39417428857713,4.6491725942915,5.49014545446827,4.28650338922418,4.76238787670796,5.69425163756365,5.45463609482576,4.6821498188329,4.12543260155253,5.22581450354525,4.92364305268977,4.94041266233735,4.86913773114377,5.45126695834265
"NUDT3",9.19495214973226,9.94390381111453,10.1589686920024,9.378184059945,10.5543921949431,9.38447906574475,9.42237418758216,9.40175401131368,9.47044968675264,9.53114598805469,9.55724454226165,9.74189335414295,9.76084568953907,9.26751060559982,9.73986290495899,9.5642970257869,8.96714808695771,8.83186432533037,9.00621615563897,8.63527355619883,10.610212565817,9.40636511819763,9.20526023044285,8.84392033827274,8.93311478271299,9.04478797557338,9.28993090885149,9.02136505909604
"KMT2B",5.85568409548059,6.36491903370484,6.74468337732831,5.81064782114255,6.57581610332507,5.34332241183122,6.55479910759382,5.57062895588286,6.29093767301833,5.91116736492747,6.25229806740582,6.28844567378453,6.05035581122285,6.08524483327905,6.46166099449265,7.05783948015536,6.09556575540032,6.96879866869521,6.44873386712046,7.75816788378728,6.42720073706512,6.8151610864798,7.18937560147117,7.38083847680132,5.81119863359073,6.89889490718881,6.85209049700831,7.25101038217567
"POM121C",6.31603528474047,6.51420547325086,6.48423637187858,6.22462937784615,6.82087705495392,6.18806506746228,6.89903011834347,6.52458413662252,6.63226385079761,6.50921914116905,6.31948342175665,6.80924620510868,6.73078307636664,6.58098661343699,7.06313736503913,7.35348561821658,6.83973321262465,7.1376656976048,7.48866856881768,7.57091548080435,6.88304067210225,7.22740314352997,7.48725422317794,7.4357196363071,6.5924307211222,7.3256758847702,7.48590425608377,7.19527070785466
"CD24",3.50973676789265,2.71261904812053,1.45610540336077,2.91689934182399,0.535808913203106,3.47775556104306,2.78270505795818,3.67913647725404,3.06578900489499,4.16101012153717,2.7815568303879,3.0041747636143,2.60225221768786,3.9969793161809,1.51591171064462,2.60770691530622,3.03022401247585,2.62433076480665,4.08212550719692,2.92920919284407,1.81199373090984,2.41046935555362,2.16163048181311,1.59896234605761,3.86338234257085,1.49959483171036,2.6371135292794,2.45867370753314
"FAM47E-STBD1",1.85467070332821,2.09771270315795,2.26954055678519,1.19427631201734,-2.34245777080455,2.04213061940842,2.51346233055514,1.31395375122908,2.28018289586396,2.2827666088231,2.05997602865138,0.828435841886941,2.23118427056442,2.5355373459678,1.02844933079118,1.64614538778704,1.02421550284288,1.92082476118306,2.3111703867744,-1.76695535014232,2.83522456585069,-2.00174586633983,-3.79754200085008,1.37358111744994,1.37736185953363,2.32382306578047,-0.330390866301436,1.88311751914866
"CFAP206",2.91353131261217,0.632769135491808,0.72698453875629,0.631807848505579,1.05383780544668,1.79241118055041,2.20526156588994,2.75104885688604,1.53811024046957,1.68721157463661,-0.534362638813058,1.63271969219359,1.73033399270242,0.438646798206376,0.186335438823797,1.31108804026825,1.36116582420436,0.811503208384635,1.28277138771185,0.650601701439932,-0.897828632488488,1.49954259458602,0.800536544185277,1.90350309323928,1.55322799083311,1.5944970562458,-0.982907567118349,-0.141523200115653
"ZNF595",4.22717354028388,2.80942810892493,1.90041450569643,4.45064115791164,2.99334362516667,4.04408114312565,4.90075198663082,3.96716966578668,4.46882558212714,4.36514699638689,4.27809835944789,4.4238881438006,3.77047411464393,3.31387706464039,2.81590599811636,3.54292975590336,3.79460495483282,4.24294559036514,3.95453810093171,4.4729847386411,3.21327213378386,4.87366486239451,5.24012175789057,5.08858820444441,3.69351378805345,3.52899486934896,3.4776787765506,2.92290663950365
"DOC2B",6.26444996486224,6.62308993246638,6.74734339365083,5.47547234181011,7.5426907821896,5.98617363054099,5.96645180182678,6.70809042958003,6.60502172256124,6.9188619681336,6.20771783056817,6.90693304148883,7.14691210873017,6.8241152409998,6.70558241825416,7.52224966802234,6.35206104800439,6.64908132984208,8.58626916549793,6.61702023067941,7.42581806760146,7.35821532463203,7.55520184936484,7.01172697076606,6.76631504613966,6.70338282994197,7.51985166744376,6.40105378016
"PCDHB16",3.19401096247939,3.90418331606282,3.70430272608059,3.41847196602462,3.26176083085095,3.52326818861171,3.63762938806648,2.99654087982059,3.20980006090914,3.65466969815094,3.96466883802284,3.71531269366581,4.08671074630647,2.43376878773401,2.47655728954896,2.86790158107724,2.62568120156793,2.59691246881074,3.2375884679499,2.92920919284407,1.77328592609275,3.60419747289886,3.65485496542203,3.53946140595089,2.39469579484319,2.32382306578047,3.25527719436732,3.1880698440849
"RP11-302B13.5",2.14572621197549,1.08354637862098,0.543266633342228,1.91299069585253,0.535808913203106,1.97819781794232,2.15870560115409,1.16121959638097,1.01804507978224,1.48078558163271,0.471270370409781,1.83764457639015,0.629873948114783,2.11005002350699,0.630267486590605,1.19909113717247,2.46719293120945,2.58300540633953,0.881878656403407,1.29717451103195,-0.667379238837884,-0.197710536380057,1.03235106379238,2.20709738120461,2.34773970043412,1.08588831167808,0.117273400064701,1.61481765339107
"DCP1A",4.80387849602535,4.70699543520493,4.68929290890098,4.57323489280953,4.67945541567877,5.13677668965506,4.5547390588434,4.99054058430019,4.60821569564239,4.71091644655299,4.56872292692485,4.76256610389117,4.8818516867933,4.52205340293739,4.41339054306926,4.60590624830931,4.68880293119112,4.83637514243554,4.53988550254627,4.99622165139297,4.5255640518703,4.49577737216659,4.55148980044186,4.44354417670305,4.78070765649833,4.62533526888766,4.51925952843047,4.59320590670101
"RP11-309L24.4",3.58643013014732,3.65344239430662,4.2975404086022,3.77054033933449,5.20055651314235,3.01892632580309,3.7039786780324,3.93612003833873,3.67447030401792,2.88176791986085,3.13896197007665,4.46156516225714,4.25223846002677,4.12494013066144,3.9907033706722,5.36515153750493,3.02391068228863,3.22621754754741,5.28341993277052,4.04866253870841,4.48421879823126,5.01917539977866,4.51363993244716,4.38424392004734,3.05135074708615,3.72351878872429,4.64971465936932,3.63028153313599
"RP11-574K11.31",1.64116658035479,2.55401527036716,2.61072229927963,1.50710766304112,1.73492668973357,1.57911292148079,2.06082870312883,2.26821619213053,0.946738384545323,2.02821443935233,1.97740391409899,1.718213058929,1.54822744016132,1.81855116350946,3.17145149291742,2.42061614867352,2.84208600936176,4.06927848491441,4.48117764509062,3.92238238321047,1.92225061583029,3.62513543719185,1.40738897752175,2.95216344522701,2.52703645084161,2.39586278934142,3.37075934455817,3.47650715919529
"RP11-106M3.5",1.24665793526827,1.15896986861563,-0.587189205924181,0.869123997828624,1.43420677779262,1.88829307700243,1.03482640991992,1.65637482293563,1.58582848587979,1.00281160262703,1.94879517628092,2.61589283059158,1.8532567443328,2.20577898827302,-2.08369796734122,1.0128873096171,1.45800647110296,1.51489230898399,1.06746868542223,1.48044059336326,-1.17221893094971,0.490855456933966,0.736256147574278,2.22410785097611,1.66470656057677,0.79756375718491,1.21068266692907,0.548921670832186
"GRIN2B",9.86096681130059,7.78240295319627,7.15347494440049,8.97443296968659,7.82839070707784,10.2853070992508,9.31982207794357,10.8130952120144,8.4759480856855,9.95581324649057,8.35030170189214,9.393640585757,8.68593527925651,9.95714348941395,7.26736000323483,8.08084609935362,9.27995699177133,9.15087737983661,8.43665048103332,9.59482688277997,7.67648009340377,8.2128634386679,8.53941126299533,8.85744065481707,9.48783681352972,8.09825024947052,8.6110245363284,7.48072142150127
"NBPF26",4.70758706751549,5.26738947200568,5.54164410453391,5.1398383758756,5.59383991290683,4.2156194699864,5.40825441520112,4.42967572028468,5.02218932271371,4.86763990281094,5.38625491300501,5.5199934865318,5.77775263247281,4.57679309742771,4.86288056754295,6.1751322619748,4.34830656045791,5.71531477632198,7.03839955367124,6.51831698044604,6.04795976683444,6.57535531776774,6.13349960593564,6.38807954220986,3.96333298768936,5.32876561121484,5.17382624248156,5.55308913496406
"RP4-583P15.15",2.38780564764906,1.9355886064336,2.32757327136154,0.543155469339859,0.964056310048515,2.14276584374003,2.65435552300967,0.307360823872803,1.84309076580145,0.0030715175310892,2.08648222421044,2.59344138581365,2.10491431064037,1.45284484785032,2.38893112901164,1.64614538778704,2.44845832249887,1.07263509458195,2.92162255300763,1.78913480840159,2.34809542977192,3.65598341439276,1.73798088665181,3.00232715608744,-0.129859746462966,3.39478924267922,2.60316385381856,3.04950231361037
"RP11-307N16.6",0.175211488568672,1.9355886064336,-3.79754200085008,2.70848958463665,0.262118804601001,-0.143941554091332,1.18175667685265,-0.6111403928247,-3.79754200085008,1.51730679185361,0.549568748200947,-1.15024777792701,-0.59483199531028,-1.89236704103892,1.14000865490186,1.13965401920766,1.86357153224116,0.368186495239648,2.75140214431724,0.885350163714889,3.79932515321345,1.58751481857194,1.36550504707082,2.11889981787486,1.66470656057677,-0.488470330234246,0.911061332153726,2.17739429866895
"SNURF",4.90915087460721,4.79828475868954,4.62710467141665,4.27597008363249,4.85830578181198,5.28726396204326,4.57703895396802,5.05337861024554,3.95444247635546,4.05941410599886,4.2194274727504,4.17448035337221,4.17577873797658,4.7822660819054,4.56101408188031,4.72695746603192,5.44832581962663,4.47149124872074,4.50280337884089,5.23807970304544,4.84775570076305,5.32134657669589,5.32178734890611,5.19379187472259,5.64539290270463,4.39425216962924,4.28237809622934,3.86875168064164
"RP11-1263C18.1",2.06225759709531,2.34382948777884,0.543266633342228,1.50710766304112,1.05383780544668,2.12319256001725,1.31509639774905,2.34113948632758,1.58582848587979,2.00268162761312,1.51368283642429,2.08299736089596,1.44775942641466,1.93487158865902,0.0784367606042941,0.945066451020906,1.07395476222938,0.712782132987346,1.88672853188717,0.240591052514928,-1.17221893094971,0.81626468650903,1.13563841416,0.153754429631861,1.01818254498173,0.215846943834554,0.380401887109424,-0.0348765441428048
"ZBTB8B",4.21272992712682,4.97041482720116,4.23826153076679,3.5031623748356,4.87071218186627,3.96382409869685,4.28898931005931,5.61786424628928,4.26407344409562,3.65466969815094,4.39934431909545,4.49222806504734,4.51684690686955,3.97902712878776,3.56039785362852,4.30817270332567,3.96246153709075,3.66292550051501,3.76172803402301,3.37723885058178,3.81846266289322,4.28170625944287,4.06783169404728,3.8555158610385,3.88984634328625,3.99106974661526,4.47770625874212,2.61426117035699
"RP11-133L19.3",2.56503332786814,-2.4292942928339,-0.0551419724973229,-0.00663801796571893,1.49957474402046,2.14276584374003,2.76727207700065,2.21746886817082,0.946738384545323,2.74986301081857,1.58977166121225,2.61589283059158,3.14186285017721,3.48899903992533,-0.304212791459915,1.13965401920766,2.14530220364638,1.15013652624896,-0.421730996313754,2.20824075233016,-3.79754200085009,1.35662734220107,2.23324592313634,2.67128196458333,2.1863035808563,1.53192753377857,2.34010929340504,-1.51403241327624
"HIST1H4K",2.06225759709531,0.522857349044558,-0.819381677786899,1.80274808087824,-0.28022169614147,2.42444481506701,1.13442331153997,2.24306565060054,1.32969028475339,1.48078558163271,-0.242805108952912,1.28591389867749,-0.0630710749627049,3.39735064111615,2.29563660707501,2.51719218418662,3.09790618284415,2.34006274080055,1.9192575996288,2.82010693103641,1.95720670151982,2.17519099388961,1.13563841416,1.21244604195394,3.9819033264346,1.89717962853135,2.60316385381856,2.47681330457067
